benefits_n_reviews,benefits_rating,ceo_score,company,cotype,culture_score,employee_count,end_date,founded,industry,interview_difficulty,interview_n_reviews,location,negative_xp,neutral_xp,number_reviews,positive_xp,recommendation,revenue,reviewscon,reviewspro,start_date,ticker,website,year
192,4.1,97,Boston Scientific, Company - Public (BSX) ,4.0,10000+ employees,10/22/17, 1979, Health Care Products Manufacturing, 2.8,399,"Marlborough, MA",14,20,1415,66,83, $5 to $10 billion (USD) per year,Work life balance can be tough but rewards are achievable Upper management needs an overhaul,Flexitime was great to fit work life balance Flexible work and Good benefits,11/1/16,BSX,www.bostonscientific.com,
94,4.0,89,SAP Concur, 1993,3.8,1001 to 5000 employees,10/22/17,, Company - Public, 2.8,315,"Bellevue, WA",27,13,762,60,66, Computer Hardware & Software,Uncertainty around effects of SAP acquisition It doesn t pay as well as amazon or microsoft but thats not a big minus for having a great work life balance,Work life balance is heavy on the life side Nice team great people fun intern events,11/1/16,,www.concur.com,
466,4.3,96,VMware, 1998,4.2,10000+ employees,10/22/17,, Company - Public (VMW) , 3.1,"1,374","Palo Alto, CA",20,16,4453,64,86, Computer Hardware & Software,Work life balance is impacted at times Middle management micro management in few teams,Great work life balance in the company Work environment is good employee,11/1/16,,www.vmware.com,
218,4.3,94,NewYork-Presbyterian Hospital, Hospital,4.2,10000+ employees,10/22/17, 1998, Health Care Services & Hospitals, 2.8,338,"New York, NY",14,17,1173,69,87, Unknown / Non-Applicable,Expectation for few work co workers no cons Work life balance could be better,Great benefits and resources for employees Good people good environment good benefits,11/1/16,,www.nyp.org,
370,4.6,97,Adobe, Company - Public (ADBE) ,4.1,10000+ employees,10/22/17, 1982, Computer Hardware & Software, 3.1,"1,072","San Jose, CA",23,15,1141,62,84, $5 to $10 billion (USD) per year,i think there is no cons from my side Some Teams does not acheive work life balance,Awesome company with great work life balance Great benefits and good work life balance,11/1/16,ADBE,www.adobe.com,
595,4.5,93,Intuit, Company - Public (INTU) ,4.3,5001 to 10000 employees,10/22/17, 1983, Computer Hardware & Software, 3.0,"1,133","Mountain View, CA",24,16,4221,60,86, $2 to $5 billion (USD) per year,Some business units have less work life balance respect Too much pressure for middle management,The company has a good work life balance One of the best companies with great benefits,11/1/16,INTU,www.intuit.com,
135,4.1,93,Paylocity, Company - Public (PCTY) ,4.2,1001 to 5000 employees,10/22/17, 1997, Computer Hardware & Software, 2.9,246,"Schaumburg, IL",18,9,1052,73,83, $100 to $500 million (USD) per year,Still a new growing comapany with some growing pains but other than that I have no complaints There is no Cons to working at Paylocity,Good place to work to achieve work life balance The amount of money you can make at Paylocity is almost a little hard to believe especially considering you get to work from home,11/1/16,PCTY,www.paylocity.com,
102,4.2,72,Blizzard Entertainment, 1994,4.0,1001 to 5000 employees,10/22/17,, Subsidiary or Business Segment, 3.0,296,"Irvine, CA",22,15,761,63,75, Video Games,Rent in Irvine can be high and options for a social scene can be limited compared to Los Angeles Cost of living in the area is outrageous,Great work environment lots of support from the colleagues Surrounded by likeminded gamers even or manager level,11/1/16,,www.blizzard.com,
176,4.3,92,Nestlé Purina U.S., 1894,4.2,10000+ employees,10/22/17,, Subsidiary or Business Segment, 3.1,453,"Saint Louis, MO",17,19,729,64,85, Consumer Products Manufacturing,Could have a better Work Life balance Long hours sometimes they can force you to stay extra hours to cover,There is an excellent work life balance Bringing well behaved pets to work is a huge perk,11/1/16,,www.nestlepurinacareers.com,
79,4.2,94,AvalonBay Communities, Company - Public (AVB) ,4.3,1001 to 5000 employees,10/22/17, 1998, Real Estate, 2.7,113,"Arlington, VA",13,16,541,71,82, $2 to $5 billion (USD) per year,Low base pay challenging leasing goals I was unable to afford to continue working for Avalon because they pay less than the cost of living in each region and do not offer a great discount,Work Life balance is something you ll hear from a lot of other companies but AVB lives it Great benefits good enviroment lots of training,11/1/16,AVB,www.avaloncommunities.com,
161,4.8,97,Fast Enterprises, Company - Private,4.3,1001 to 5000 employees,10/22/17, 1997, IT Services, 2.7,541,"Centennial, CO",10,15,719,75,86, $25 to $50 million (USD) per year, Might have to work long hours from time to time,You get the opportunity to work for a private company with great benefits while benefiting society Paid overtime,11/1/16,,www.fastenterprises.com,
193,3.9,98,NVIDIA, Company - Public (NVDA) ,4.6,10000+ employees,10/22/17, 1993, Computer Hardware & Software, 3.2,"1,089","Santa Clara, CA",17,24,809,59,94, $5 to $10 billion (USD) per year,Work life balance is sometimes a problem I found No cons as of working here,Great work culture free food cutting edge technology Good work environment good compensation,11/1/16,NVDA,www.nvidia.com,
321,4.5,91,Southwest Airlines, Company - Public (LUV) ,4.3,10000+ employees,10/22/17, 1967, Airlines, 2.6,"1,133","Dallas, TX",8,12,1777,80,84, $10+ billion (USD) per year,Sometimes there s mandatory overtime but they make you aware of that going in The airline doesn t fly to Asia or Europe,Great company culture with great benefits Flight Benefits amp other travel benefits it s such an awesome perk to be able to jump on a plane anytime I need without too much hassle,11/1/16,LUV,www.southwest.com,
154,4.2,97,DocuSign, Company - Public (DOCU) ,4.6,1001 to 5000 employees,10/22/17, 2003, Computer Hardware & Software, 2.8,338,"San Francisco, CA",38,14,999,48,89, $500 million to $1 billion (USD) per year,Some growing pains around processes 401K match needed once we go public,DocuSign really lives up to the expectations for company culture amp work life balance DocuSign hits the trifecta great team great product and great work,11/1/16,DOCU,www.docusign.com,
319,4.7,97,LinkedIn, 2003,4.3,10000+ employees,10/22/17,, Subsidiary or Business Segment, 3.0,"1,657","Mountain View, CA",32,15,2519,53,84, Internet,High targets work life balance little visibility into how decisions are made by higher management After awhile you see how poorly trained some of the middle management it,You can have a very good work life balance Smart colleagues challenging problems to solve lots of free food,11/1/16,,www.linkedin.com,
405,4.1,97,H E B, Company - Private,4.2,10000+ employees,10/22/17, 1905, Grocery Stores & Supermarkets, 2.5,772,"San Antonio, TX",11,14,3410,75,86, $10+ billion (USD) per year,full benefits are only for full time employees Part time hours can unreliable sometimes,Treated the partners fairly and good pay Flexible schedule vacation hours for part timers,11/1/16,,www.heb.com,
135,4.2,94,The Church of Jesus Christ of Latter-day Saints, Religious Organizations,4.0,10000+ employees,10/22/17, Nonprofit Organization, Unknown / Non-Applicable, 2.7,123,"Salt Lake City, UT",7,14,633,79,77,, Not a lot of opportunity to work full time non contingent,Great work environment and coworkers Great benefits,11/1/16,,www.churchofjesuschrist.org,
69,3.8,95,Academy Mortgage, Company - Private,4.5,1001 to 5000 employees,10/22/17, 1988, Lending, 2.3,38,"Draper, UT",5,18,529,77,89, Unknown / Non-Applicable,There are no cons that exist from my perspective The loan officers are too demanding,Very interested in a balanced work life balance Overall great company to work for,11/1/16,,www.academymortgage.com,
440,4.1,88,Delta Air Lines, Company - Public (DAL) ,4.2,10000+ employees,10/22/17, 1928, Airlines, 3.0,"2,721","Atlanta, GA",7,17,2588,76,86, $10+ billion (USD) per year,Specific co op position did not lead into full time opportunities for a similar position At the time Ready Reserve was 5 hours 5 days a week,Flight benefits are absolutely great travel benefits and corporate culture,11/1/16,DAL,www.deltajobs.net/career_destinations.htm,
127,4.0,97,Power Home Remodeling, Company - Private,4.6,1001 to 5000 employees,10/22/17, 1992, Construction, 2.4,378,"Chester, PA",19,17,1644,64,91, $500 million to $1 billion (USD) per year,The schedule can be very demanding at times with late nights so a work life balance can be tricky the only downside is the long hours but that s about it,Amazing earning potential just an overall great place to work This is the most positive work environment that I have ever come across in all my years of employment,11/1/16,,www.powerhrg.com,
719,4.6,96,Salesforce, Company - Public (CRM) ,4.3,10000+ employees,10/22/17, 1999, Computer Hardware & Software, 3.2,"5,489","San Francisco, CA",9,5,5125,86,86, $10+ billion (USD) per year,Difficult to maintain work life balance There is no cons for working here,Salesforce is really a healthy organization The work life balance is amazing,11/1/16,CRM,www.salesforce.com,
107,4.1,97,E. & J. Gallo Winery, Company - Private,4.5,5001 to 10000 employees,10/22/17, 1933, Food & Beverage Manufacturing, 2.9,378,"Modesto, CA",10,12,451,78,92, $2 to $5 billion (USD),with a strong consumer focus Work life balance can be a challenging at times,Work Life Balance with many resources available Great people and products,11/1/16,,www.gallocareers.com,
235,2.5,93,Keller Williams, Company - Private,4.2,201 to 500 employees,10/22/17, 1983, Real Estate, 2.3,472,"Austin, TX",12,18,2300,70,81, $100 to $500 million (USD) per year,Too many new agents who don t know what they are doing There are no cons when you are your own business manager,Great training program for new agents An agent can also participate in profit sharing if you recruit other successful agents to the brokerage,11/1/16,,www.kw.com,
238,4.8,97,McKinsey & Company, Company - Private,4.5,10000+ employees,10/22/17, 1926, Consulting, 3.8,"2,215","New York, NY",13,21,3585,66,91, Unknown / Non-Applicable,Can require long hours at times Work life balance is absolutely brutal,Working with incredibly smart people who are always pushing you to get to a better answer Great people truly global opportunities,11/1/16,,www.mckinsey.com,
519,4.3,96,SAP, Company - Public (SAP) ,4.5,10000+ employees,10/22/17, 1972, Computer Hardware & Software, 2.9,"2,186","Walldorf, Baden-Württemberg (Germany)",13,13,11351,74,92, $10+ billion (USD) per year,Work life balance sometimes is a problem Honestly no cons for this company,Good work life balance is encouraged Everything is good especially the work environment,11/1/16,SAP,www.sap.com/careers,
223,4.8,96,Ultimate Software, Company - Private,4.5,5001 to 10000 employees,10/22/17, 1990, Enterprise Software & Network Solutions, 2.9,368,"Weston, FL",21,11,1063,68,91, $500 million to $1 billion (USD) per year,There are no cons at Ultimate Software At times there is no work life balance,People First in every sense of the words this company has great benefits,11/1/16,,www.ultimatesoftware.com,
120,4.6,99,St. Jude Children's Research Hospital, Nonprofit Organization,4.6,1001 to 5000 employees,10/22/17, 1962, Health Care Services & Hospitals, 3.0,136,"Memphis, TN",9,7,584,84,92, $1 to $2 billion (USD) per year,Commute Traffic in Memphis can be quite infuriating There are no cons to working here,Cutting edge research institutional funding great benefits 7 St Really is a great place to work,11/1/16,,www.stjude.org,
251,4.8,91,World Wide Technology, Company - Private,3.8,5001 to 10000 employees,10/22/17, 1990, Computer Hardware & Software, 2.8,180,"Maryland Heights, MO",24,13,896,63,72, $10+ billion (USD) per year,It is seeming to get a little bit better as of late but it is visible on the floor that not everyone is a fit for WWT Wait that there job i understand the the core values but that also is a funny subject,WWT has great people who work hard but also are fun to be around Consistent messaging around leadership and Core Values,11/1/16,,www.wwt.com,
104,4.6,98,HubSpot, Company - Public (HUBS) ,4.7,1001 to 5000 employees,10/22/17, 2006, Computer Hardware & Software, 3.3,867,"Cambridge, MA",23,15,976,62,96, $100 to $500 million (USD) per year,Tough to strike a work life balance sometimes Fast growth creates some growing pains like needing to develop new managers leaders,unlimited vacation PTO use good judgement Good focus on work life balance,11/1/16,HUBS,www.hubspot.com,
198,4.0,92,lululemon, Company - Public (LULU) ,4.1,1001 to 5000 employees,10/22/17, 1998," Department, Clothing, & Shoe Stores", 2.4,"1,084","Vancouver, BC (Canada)",17,21,1745,62,83, $2 to $5 billion (USD) per year,work life balance not always the best Full time commitment for part time employees,a great work environment for youth They pay for your fitness classes,11/1/16,LULU,www.lululemon.com,
